NSIC_RC_222,NSIC_RC_192,NSIC_RC_11,NSIC_RC_120,NSIC_RC_396,NSIC_RC_350,NSIC_RC_410,NSIC_RC_100,NSIC_RC_102,NSIC_RC_242,NSIC_RC_56,NSIC_RC_12,NSIC_RC_42,NSIC_RC_442,NSIC_RC_510,Land_area,Max_rain,Max_Temp,Humidity,Seeds_qty,Tot_yield
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88,50.4,34.6,90,5280,475.2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88,50.4,34.6,90,4400,501.6
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89,50.4,34.6,90,6230,409.4
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88,50.4,34.6,90,4400,730.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,50.4,34.6,90,7360,478.4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,18.3,34.3,88,9280,835.2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,18.3,34.3,88,5820,388
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67,18.3,34.3,88,4020,294.8
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98,18.3,34.3,88,7840,588
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,128,18.3,34.3,88,7680,896
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,165,18.3,34.3,88,13200,1122
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79,18.3,34.3,88,6320,513.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,79,18.3,34.3,88,6320,355.5
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85,18.3,34.3,88,5100,365.5
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98,18.3,34.3,88,7840,431.2
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73,18.3,34.3,88,4380,503.7
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,132,18.3,34.3,88,6600,752.4
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,122,18.3,34.3,88,8540,561.2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98,18.3,34.3,88,4900,744.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,18.3,34.3,88,5440,421.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,46.8,34.6,92,7040,528
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,46.8,34.6,92,5760,384
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91,46.8,34.6,92,5460,400.4
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89,46.8,34.6,92,7120,534
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84,46.8,34.6,92,5040,588
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90,46.8,34.6,92,7200,612
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92,46.8,34.6,92,7360,598
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93,46.8,34.6,92,7440,418.5
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,90,46.8,34.6,92,5400,387
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91,46.8,34.6,92,7280,400.4
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87,46.8,34.6,92,5220,600.3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,92,46.8,34.6,92,4600,524.4
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85,46.8,34.6,92,5950,391
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87,46.8,34.6,92,4350,661.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,46.8,34.6,92,7520,582.8
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,23.2,34.2,90,7440,632.4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,23.2,34.2,90,5400,477
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88,23.2,34.2,90,5280,387.2
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92,23.2,34.2,90,7360,487.6
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,23.2,34.2,90,5400,531
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91,23.2,34.2,90,7280,664.3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93,23.2,34.2,90,7440,762.6
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93,23.2,34.2,90,7440,465
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86,23.2,34.2,90,5160,516
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90,23.2,34.2,90,7200,387
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86,23.2,34.2,90,5160,464.4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,91,23.2,34.2,90,4550,518.7
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,92,23.2,34.2,90,6440,423.2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92,23.2,34.2,90,4600,763.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,23.2,34.2,90,7280,473.2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,49.8,34.5,91,10560,792
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,49.8,34.5,91,5820,417.1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,154,49.8,34.5,91,9240,693
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,132,49.8,34.5,91,10560,739.2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,49.8,34.5,91,5940,663.3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,98,49.8,34.5,91,7840,735
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,122,49.8,34.5,91,9760,988.2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,143,49.8,34.5,91,11440,700.7
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,167,49.8,34.5,91,10020,768.2
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,97,49.8,34.5,91,7760,436.5
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,97,49.8,34.5,91,5820,514.1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,112,49.8,34.5,91,5600,515.2
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,132,49.8,34.5,91,9240,514.8
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78,49.8,34.5,91,3900,608.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,49.8,34.5,91,6880,662.2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,48.3,34.1,93,11360,1136
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,163,48.3,34.1,93,9780,652
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,122,48.3,34.1,93,7320,536.8
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,173,48.3,34.1,93,13840,865
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97,48.3,34.1,93,5820,582
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,97,48.3,34.1,93,7760,756.6
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,125,48.3,34.1,93,10000,1062.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,148,48.3,34.1,93,11840,636.4
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,98,48.3,34.1,93,5880,392
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86,48.3,34.1,93,6880,421.4
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,113,48.3,34.1,93,6780,666.7
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,48.3,34.1,93,5950,559.3
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85,48.3,34.1,93,5950,306
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,48.3,34.1,93,4250,620.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,48.3,34.1,93,5840,525.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,48.3,34.8,93,11360,1107.6
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,163,48.3,34.8,93,9780,863.9
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,122,48.3,34.8,93,7320,536.8
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,173,48.3,34.8,93,13840,916.9
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97,48.3,34.8,93,5820,572.3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,97,48.3,34.8,93,7760,708.1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,125,48.3,34.8,93,10000,1025
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,148,48.3,34.8,93,11840,740
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,98,48.3,34.8,93,5880,588
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86,48.3,34.8,93,6880,369.8
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,113,48.3,34.8,93,6780,610.2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,48.3,34.8,93,5950,678.3
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85,48.3,34.8,93,5950,391
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,48.3,34.8,93,4250,705.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,48.3,34.8,93,5840,379.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,36.6,34.7,86,11360,1192.8
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92,36.6,34.7,86,9780,652
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85,36.6,34.7,86,7320,536.8
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,87,36.6,34.7,86,13840,1038
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94,36.6,34.7,86,5820,679
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82,36.6,34.7,86,7760,659.6
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82,36.6,34.7,86,10000,812.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82,36.6,34.7,86,11840,666
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84,36.6,34.7,86,5880,421.4
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86,36.6,34.7,86,6880,378.4
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94,36.6,34.7,86,6780,779.7
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86,36.6,34.7,86,5950,678.3
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94,36.6,34.7,86,5950,391
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91,36.6,34.7,86,4250,646
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,36.6,34.7,86,5840,452.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,44.4,34,90,2800,308
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,142,44.4,34,90,8520,568
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,194,44.4,34,90,11640,853.6
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86,44.4,34,90,6880,430
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,44.4,34,90,2700,270
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79,44.4,34,90,6320,616.2
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,44.4,34,90,5120,544
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,87,44.4,34,90,6960,374.1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,44.4,34,90,600,40
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,44.4,34,90,1760,107.8
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73,44.4,34,90,4380,430.7
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,141,44.4,34,90,7050,662.7
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49,44.4,34,90,3430,176.4
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,129,44.4,34,90,6450,941.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,44.4,34,90,2640,237.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,20.7,34.5,86,4320,410.4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86,20.7,34.5,86,5160,455.8
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79,20.7,34.5,86,4740,347.6
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,142,20.7,34.5,86,11360,752.6
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94,20.7,34.5,86,5640,554.6
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,135,20.7,34.5,86,10800,985.5
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,117,20.7,34.5,86,9360,959.4
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78,20.7,34.5,86,6240,390
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,108,20.7,34.5,86,6480,648
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,122,20.7,34.5,86,9760,524.6
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,95,20.7,34.5,86,5700,513
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,101,20.7,34.5,86,5050,575.7
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,20.7,34.5,86,2240,147.2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,129,20.7,34.5,86,6450,1070.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133,20.7,34.5,86,10640,691.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,14.6,33.8,87,6720,621.6
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,14.6,33.8,87,4800,320
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112,14.6,33.8,87,6720,492.8
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,14.6,33.8,87,7760,485
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,121,14.6,33.8,87,7260,726
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85,14.6,33.8,87,6800,663
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73,14.6,33.8,87,5840,620.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,14.6,33.8,87,5120,275.2
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,93,14.6,33.8,87,5580,372
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,134,14.6,33.8,87,10720,656.6
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,122,14.6,33.8,87,7320,719.8
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,78,14.6,33.8,87,3900,366.6
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,56,14.6,33.8,87,3920,201.6
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,119,14.6,33.8,87,5950,868.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,14.6,33.8,87,7840,705.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,53.4,34.6,90,5840,584
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,53.4,34.6,90,3360,296.8
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81,53.4,34.6,90,4860,356.4
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62,53.4,34.6,90,4960,328.6
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,53.4,34.6,90,3120,306.8
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91,53.4,34.6,90,7280,664.3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,112,53.4,34.6,90,8960,918.4
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,57,53.4,34.6,90,4560,285
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,83,53.4,34.6,90,4980,498
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46,53.4,34.6,90,3680,197.8
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,97,53.4,34.6,90,5820,523.8
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57,53.4,34.6,90,2850,324.9
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,68,53.4,34.6,90,4760,312.8
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68,53.4,34.6,90,3400,564.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119,53.4,34.6,90,9520,618.8
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,13.6,34.5,92,6960,626.4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87,13.6,34.5,92,5220,348
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62,13.6,34.5,92,3720,272.8
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91,13.6,34.5,92,7280,546
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92,13.6,34.5,92,5520,644
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73,13.6,34.5,92,5840,496.4
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73,13.6,34.5,92,5840,474.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,81,13.6,34.5,92,6480,364.5
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81,13.6,34.5,92,4860,348.3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,81,13.6,34.5,92,6480,356.4
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,114,13.6,34.5,92,6840,786.6
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,91,13.6,34.5,92,4550,518.7
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,91,13.6,34.5,92,6370,418.6
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63,13.6,34.5,92,3150,478.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,13.6,34.5,92,4720,365.8
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,12.4,34.2,91,7520,564
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82,12.4,34.2,91,4920,328
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82,12.4,34.2,91,4920,360.8
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82,12.4,34.2,91,6560,492
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84,12.4,34.2,91,5040,588
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86,12.4,34.2,91,6880,584.8
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,94,12.4,34.2,91,7520,611
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86,12.4,34.2,91,6880,387
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,94,12.4,34.2,91,5640,404.2
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91,12.4,34.2,91,7280,400.4
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88,12.4,34.2,91,5280,607.2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88,12.4,34.2,91,4400,501.6
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89,12.4,34.2,91,6230,409.4
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88,12.4,34.2,91,4400,668.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,12.4,34.2,91,7360,570.4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,34.8,34.5,90,9280,788.8
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,34.8,34.5,90,5820,514.1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67,34.8,34.5,90,4020,294.8
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98,34.8,34.5,90,7840,519.4
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,128,34.8,34.5,90,7680,755.2
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,165,34.8,34.5,90,13200,1204.5
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79,34.8,34.5,90,6320,647.8
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,79,34.8,34.5,90,6320,395
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85,34.8,34.5,90,5100,510
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98,34.8,34.5,90,7840,421.4
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73,34.8,34.5,90,4380,394.2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,132,34.8,34.5,90,6600,752.4
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,122,34.8,34.5,90,8540,561.2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98,34.8,34.5,90,4900,813.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,34.8,34.5,90,5440,353.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,65.5,33.9,91,7040,528
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,65.5,33.9,91,5760,412.8
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91,65.5,33.9,91,5460,409.5
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89,65.5,33.9,91,7120,498.4
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84,65.5,33.9,91,5040,562.8
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90,65.5,33.9,91,7200,675
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92,65.5,33.9,91,7360,745.2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93,65.5,33.9,91,7440,455.7
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,90,65.5,33.9,91,5400,414
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91,65.5,33.9,91,7280,409.5
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87,65.5,33.9,91,5220,461.1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,92,65.5,33.9,91,4600,423.2
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85,65.5,33.9,91,5950,331.5
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87,65.5,33.9,91,4350,678.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,65.5,33.9,91,7520,723.8
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,41.8,35.4,88,7440,744
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,41.8,35.4,88,5400,360
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88,41.8,35.4,88,5280,387.2
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92,41.8,35.4,88,7360,460
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,41.8,35.4,88,5400,540
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91,41.8,35.4,88,7280,709.8
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93,41.8,35.4,88,7440,790.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93,41.8,35.4,88,7440,399.9
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86,41.8,35.4,88,5160,344
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90,41.8,35.4,88,7200,441
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86,41.8,35.4,88,5160,507.4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,91,41.8,35.4,88,4550,427.7
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,92,41.8,35.4,88,6440,331.2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92,41.8,35.4,88,4600,671.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,41.8,35.4,88,7280,655.2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,29.4,35.6,96,10560,858
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,29.4,35.6,96,5820,388
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,154,29.4,35.6,96,9240,677.6
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,132,29.4,35.6,96,10560,660
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,29.4,35.6,96,5940,594
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,98,29.4,35.6,96,7840,764.4
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,122,29.4,35.6,96,9760,1037
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,143,29.4,35.6,96,11440,614.9
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,167,29.4,35.6,96,10020,668
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,97,29.4,35.6,96,7760,475.3
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,97,29.4,35.6,96,5820,572.3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,112,29.4,35.6,96,5600,526.4
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,132,29.4,35.6,96,9240,475.2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78,29.4,35.6,96,3900,569.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,29.4,35.6,96,6880,619.2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,15.6,34.5,91,10560,1108.8
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,15.6,34.5,91,5820,388
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,154,15.6,34.5,91,9240,677.6
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,132,15.6,34.5,91,10560,792
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,15.6,34.5,91,5940,693
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,98,15.6,34.5,91,7840,666.4
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,122,15.6,34.5,91,9760,793
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,143,15.6,34.5,91,11440,643.5
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,167,15.6,34.5,91,10020,718.1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,97,15.6,34.5,91,7760,426.8
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,97,15.6,34.5,91,5820,669.3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,112,15.6,34.5,91,5600,638.4
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,132,15.6,34.5,91,9240,607.2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78,15.6,34.5,91,3900,592.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,15.6,34.5,91,6880,533.2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,13.8,34.2,89,11360,1249.6
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,163,13.8,34.2,89,9780,652
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,122,13.8,34.2,89,7320,536.8
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,173,13.8,34.2,89,13840,865
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97,13.8,34.2,89,5820,582
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,97,13.8,34.2,89,7760,756.6
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,125,13.8,34.2,89,10000,1062.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,148,13.8,34.2,89,11840,636.4
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,98,13.8,34.2,89,5880,392
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86,13.8,34.2,89,6880,421.4
